"4.5-6,1",大专,1年经验,机械、机电、机电一体化、工业自动化的专业人才(职位编号：002),上海-普陀区
"4.5-6,1",中专,无工作经验,学生***CAD绘图机械制图,上海-浦东新区
"3-4.5,1",大专,无工作经验,机械类应届毕业生,上海-金山区
"1-1.5,10",大专,3-4年经验,自动化机械设计工程师,上海-嘉定区
"1-1.3,10",本科,5-7年经验,非标机械工程师,上海-静安区
"10-15,0.8",招1人,无工作经验,机械工程师/结构工程师,上海
"3-4.5,1",大专,无工作经验,机械实习生,上海-浦东新区
"0.6-1,10",大专,5-7年经验,采购业务主管（机械、五金、电子原件）,上海-普陀区
"1-2.5,10",本科,无工作经验,EPS机械开发主管/高级工程师,上海-浦东新区
"0.8-1,10",本科,3-4年经验,机械设计工程师mechanicaldesignengineer（上海）,上海
"4.5-6,1",中专,3-4年经验,机械装配工,上海-宝山区
"0.6-1.5,10",大专,2年经验,矿山机械外贸业务,上海-浦东新区
"6-8,1",大专,3-4年经验,机械设计工程师,上海-嘉定区
"0.9-1.5,10",大专,3-4年经验,机械工程师（工程部）,上海
"1.5-2,10",大专,5-7年经验,机械设计经理,上海-松江区
"1-1.4,10",大专,2年经验,日语汽配机械油销售-上海日企--10-14K(职位编号：HR190128),上海
"6-8,1",中技,1年经验,机械设计及CNC加工编程,上海-浦东新区
"1.5-2,10",本科,5-7年经验,高级机械工程师,上海-奉贤区
"6-8,1",大专,2年经验,机械设备工程师,上海-奉贤区
"1.5-2.5,10",招1人,无工作经验,传动机械设计工程师,上海-浦东新区
"6-8.5,0.8",高中,1年经验,机械装配,上海
"0.5-1.5,10",大专,3-4年经验,机械设计工程师,上海-闵行区
"5-8,1",中专,3-4年经验,机械工程师,上海-奉贤区
"4.5-6,1",中技,1年经验,机械装配工,上海-奉贤区
"4.5-6,1",招1人,无工作经验,机械操作工,上海-奉贤区
"5-5.5,1",高中,1年经验,机械装配工,上海-嘉定区
"0.8-1.2,10",本科,3-4年经验,机械工程师,上海-嘉定区
"4-7,1",大专,1年经验,机械设计工程师,上海-奉贤区
"0.5-1,10",中专,1年经验,压缩机械技术工程师,上海-金山区
"6-8,1",招若干人,无工作经验,机械工程师,上海-青浦区
"0.8-1,10",招1人,无工作经验,机械工程师,上海-松江区
"4.5-6,1",招2人,无工作经验,机械设计工程师,上海-嘉定区
"6-8,1",招若干人,2年经验,机械检验员,上海-奉贤区
"5-8,1",中技,1年经验,机械装配工,上海-奉贤区
"6-8,1",大专,2年经验,机械绘图员,上海-奉贤区
"4.5-7,1",大专,无工作经验,外贸助理（机械相关专业，英语4级及以上）,上海-浦东新区
"0.5-1.8,10",招5人,无工作经验,机械设计工程师,上海-金山区
"0.8-1.5,10",本科,3-4年经验,机械工程师(职位编号：003),上海
"0.6-1.2,10",本科,5-7年经验,机械工程师（上海）(职位编号：装备事业部),上海-松江区
"0.5-1,10",本科,无工作经验,机械设计（英语）,上海
"4.5-6,1",招若干人,无工作经验,初、高中生、机械大专毕业生,上海
"3-4.5,1",中技,1年经验,机械设计制图工程师(实习生）,上海-浦东新区
"6-8,1",大专,3-4年经验,机械工程师,上海-浦东新区
"6-8,1",本科,3-4年经验,机械工程师,上海
"6-8,1",大专,无工作经验,机械行业顾问,上海-长宁区
"4.5-6,1",大专,无工作经验,机械设计师,上海-嘉定区
"3-4.5,1",中专,3-4年经验,百鸿国际机械招销售助理,上海-松江区
"1-1.5,10",本科,3-4年经验,机械设计师MechanicalDesigner,上海-松江区
"5-7,1",大专,1年经验,机械技术员（缝纫机）,上海
"0.5-1,10",中技,2年经验,机械加工工艺员,上海-浦东新区
"0.4-1,10",中专,1年经验,机械设计,上海-青浦区
"6-8,1",大专,无工作经验,机械设计工程师,上海-嘉定区
"0.8-1,10",本科,5-7年经验,机械设计工程师,上海-松江区
"4.5-6,1",招4人,1年经验,空调/机械/装饰/电工/督导,上海
"6-8,1",大专,3-4年经验,自动化机械工程师,上海-浦东新区
"3-4.5,1",大专,1年经验,机械技术员,上海-奉贤区
"0.8-1,10",大专,3-4年经验,机械行业市场开发（需会日语）,上海
"1.2-2,10",招1人,无工作经验,机械工程师（上海凯流）,上海-嘉定区
"0.8-1,10",大专,3-4年经验,机械设计（日语）,上海-嘉定区
"0.5-1,10",本科,3-4年经验,机械工程师,上海-松江区
"1.5-2,10",本科,5-7年经验,高级机械工程师（工业机器人本体）,上海-松江区
"3.5-5,1",招1人,无工作经验,机械维修员,上海
"6-9,1",本科,无工作经验,安全管理（机械）,上海-闵行区
"0.8-1.2,10",大专,3-4年经验,机械工程师,上海-嘉定区
"1-1.3,10",大专,8-9年经验,机械高级工程师,上海-嘉定区
"3-6,1",招5人,无工作经验,机械装配工,上海-青浦区
"0.8-1.5,10",大专,2年经验,机械结构工程师,上海-嘉定区
"4-6,1",招2人,无工作经验,工程机械绘图员（工作地点南通）,上海-嘉定区
"4.5-6,1",招2人,无工作经验,机械检验员,上海
"0.8-1,10",本科,1年经验,（急）日语机械/电气设计技术者,上海-闵行区
"5-8,1",本科,无工作经验,助理工程师（机械维修）,上海-嘉定区
"1-1.8,10",本科,5-7年经验,MECHANICALDESIGNENGINEER机械设计工程师,上海-浦东新区
"4.5-6,1",大专,无工作经验,机械设计工程师,上海-宝山区
"4.5-6,1",大专,1年经验,机械销售,上海-金山区
"0.8-1.2,10",本科,无工作经验,机械设计工程师,上海-闵行区
"4-5,1",招若干人,无工作经验,电机机械检验员,上海-松江区
"5-7,1",本科,无工作经验,助理机械工程师,上海-松江区
"6-8,1",招若干人,无工作经验,CAD绘图员/机械工程师-奉贤,上海-奉贤区
"6-8,1",大专,2年经验,机械工程师,上海-松江区
"6-8,1",大专,2年经验,机械设计工程师,上海-松江区
"0.8-1.5,10",本科,3-4年经验,机械工程师,上海-浦东新区
"15-20,0.8",本科,无工作经验,研发机械工程师,上海-杨浦区
"1-1.5,10",大专,1年经验,机械工程师,上海-嘉定区
"4.5-6,1",大专,1年经验,机械设计工程师,上海-嘉定区
"1.2-2.5,10",本科,5-7年经验,主任化工机械设计工程师,上海-浦东新区
"0.8-1.2,10",招1人,无工作经验,机械设计-上海-00018,上海
"0.8-1,10",本科,3-4年经验,机械工程师/QC工程师,上海
"1-1.5,10",本科,3-4年经验,机械工程师,上海-杨浦区
"4.5-6,1",中技,无工作经验,机械设计,上海-长宁区
"0.8-1.5,10",大专,3-4年经验,机械工程师,上海-徐汇区
"0.8-1.5,10",高中,2年经验,机械工程设计师,上海-虹口区
"1.2-1.8,10",本科,5-7年经验,机械工程师（机械组长）,上海-嘉定区
"1.5-2,10",本科,10年以上经验,设备机械工程师,上海-松江区
"6-8,1",本科,2年经验,机械工程师,上海-松江区
"0.8-1,10",大专,3-4年经验,传动设备机械工程师,上海-金山区
"6.5-7.5,1",本科,3-4年经验,机械工程师,上海
"4-6,1",大专,无工作经验,管理培训生（应届机械),上海-浦东新区
"1-1.5,10",大专,3-4年经验,机械三维动画设计师,上海-浦东新区
"12-25,0.8",本科,3-4年经验,机械工程师,上海-徐汇区
"1-1.5,10",本科,3-4年经验,高级机械工程师,上海-浦东新区
"0.8-1.2,10",本科,3-4年经验,机械设计工程师,上海-嘉定区
"4.5-6,1",大专,无工作经验,机械制图工程师,上海-浦东新区
"1-1.5,10",本科,3-4年经验,机械结构工程师,上海-青浦区
"0.8-2,10",本科,2年经验,机械设计工程师,上海-杨浦区
"1-1.5,10",本科,1年经验,金属材料、机械设备、国际贸易、工商管理,上海-静安区
"5-7,1",本科,1年经验,机械设计工程师(职位编号：002),上海-嘉定区
"15-20,0.8",招5人,无工作经验,（机械工厂直招）外贸销售/外贸专员/外贸业务员,上海-金山区
"1-1.5,10",本科,10年以上经验,高级机械工程师,上海-闵行区
"0.6-1.2,10",本科,无工作经验,机械设计工程师,上海
"0.6-1,10",大专,3-4年经验,机械设计工程师,上海-闵行区
"0.5-1,10",大专,1年经验,机械设计工程师,上海-奉贤区
"0.5-1,10",本科,无工作经验,机械工程师,上海-青浦区
"3-4.5,1",中技,无工作经验,机械，电气实习生,上海-金山区
"4.5-5.5,1",中专,1年经验,机械绘图员,上海-浦东新区
"4.5-6,1",招5人,无工作经验,售后维修（机械维修）,上海-金山区
"6-8,1",大专,3-4年经验,机械工程师,上海
"0.8-2,10",大专,无工作经验,机械工程师,上海-松江区
"0.5-1,10",大专,2年经验,光伏支架系统工程师/机械设计工程师,上海-浦东新区
"4.5-6,1",大专,2年经验,机械设计人员,上海-嘉定区
"0.7-1.2,10",本科,2年经验,机械设计工程师,上海-浦东新区
"0.6-1,10",大专,2年经验,机械设计工程师（可接受应届毕业生）,上海
"0.8-1.2,10",本科,5-7年经验,机械工程师,上海-浦东新区
"4-5,1",大专,无工作经验,机械绘图员,上海-浦东新区
"1-1.5,10",大专,2年经验,机械设计工程师,上海-闵行区
"5-8,1",招若干人,2年经验,模具设计工程师/结构工程师/机械工程师,上海-嘉定区
"0.4-2,10",本科,3-4年经验,JOB00033-机械工程师(职位编号：JOB00033),上海-长宁区
"5-6,1",大专,1年经验,机械产品工程师,上海
"4.5-6,1",大专,1年经验,技术研发部助理机械工程师助理,上海-闵行区
"9.6-18,0.8",大专,3-4年经验,机械结构工程师,上海-浦东新区
"0.6-2,10",大专,无工作经验,机械设计工程师,上海-闵行区
"1-1.5,10",大专,3-4年经验,机械设计工程师,上海-嘉定区
"1-1.5,10",大专,10年以上经验,机械设计师,上海
"1-1.5,10",本科,5-7年经验,机械结构总工程师,上海-闵行区
"0.8-1,10",大专,2年经验,机械工程师,上海-嘉定区
"7-9,1",大专,1年经验,工程机械绘图员,上海-闵行区
"1-1.5,10",大专,3-4年经验,机械/钣金工艺工程师,上海-浦东新区
"0.8-1,10",本科,2年经验,机械（电气）服务工程师,上海-长宁区
"3-6,1",中专,1年经验,电话销售/机械电话销售,上海-嘉定区
"1-1.5,10",本科,5-7年经验,机械设计工程师,上海-闵行区
"0.8-1.2,10",本科,无工作经验,产品设计和开发工程师（机械）,上海-奉贤区
"6-7.5,1",招1人,无工作经验,港口机械产品技术支持工程师,上海-浦东新区
"5-8,1",大专,无工作经验,机械工程师,上海-奉贤区
"6-8,1",大专,3-4年经验,机械工程师,上海-松江区
"4.5-6,1",大专,1年经验,机械绘图员,上海-浦东新区
"7-9,1",大专,3-4年经验,机械工程师,上海-松江区
"10-40,0.8",大专,5-7年经验,机械工程师,上海-松江区
"6-8,1",大专,2年经验,机械工程师,上海-闵行区
"0.6-2,10",大专,5-7年经验,机械工程师,上海-普陀区
"1-1.5,10",本科,10年以上经验,机械工程师,上海-徐汇区
"10-30,0.8",本科,5-7年经验,机械结构工程师,上海-静安区
"0.8-1.2,10",大专,3-4年经验,机械设计工程师,上海-闵行区
"1-1.5,10",本科,3-4年经验,机械工程师,上海-青浦区
"0.7-1.5,10",大专,5-7年经验,自动化机械设计工程师,上海-浦东新区
"0.8-1,10",本科,3-4年经验,机械设计工程师,上海-浦东新区
"0.8-1.5,10",招2人,无工作经验,机械工程师,上海-闵行区
"0.8-1,10",招1人,无工作经验,机械工程师,上海-松江区
"1-1.5,10",本科,3-4年经验,机械设计工程师（管道）,上海-浦东新区
"1-2,10",本科,无工作经验,资深机械设计工程师,上海-嘉定区
"0.6-1,10",本科,1年经验,Piping&MechanicalEngineer管道机械设计工程师,上海-浦东新区
"5-7,1",本科,无工作经验,机电工程师\车辆工程师\机械工程师(职位编号：QA03),上海-奉贤区
"8-10,0.8",本科,1年经验,机械设计工程师,上海-奉贤区
"0.8-1,10",本科,5-7年经验,机械设计师,上海-嘉定区
"0.6-1.2,10",本科,无工作经验,机械设计工程师,上海
"0.8-1.1,10",大专,5-7年经验,机械工艺工程师,上海
"1-1.5,10",本科,5-7年经验,机械设计工程师,上海-浦东新区
"15-20,0.8",本科,无工作经验,机械设计工程师MechanicalDesignEngineer,上海-松江区
"0.8-1.5,10",大专,无工作经验,机械工程师,上海
"3-6,1",招若干人,无工作经验,装配工（机械）,上海-浦东新区
"0.8-1,10",大专,3-4年经验,机械工程师(职位编号：ZEMAGMINDAC004),上海-普陀区
"7-9,1",大专,1年经验,采购员/工程师（机械类零配件供应）,上海-浦东新区
"1-1.5,10",本科,3-4年经验,机械工程师,上海-闵行区
"6-8,1",大专,2年经验,机械设计工程师MechanicalDesignEngineer,上海-浦东新区
"0.9-1.5,10",本科,5-7年经验,机械工程师,上海-闵行区
"0.6-1,10",大专,3-4年经验,舞台机械技术,上海
"4.5-6,1",本科,无工作经验,管理培训生（机械类）,上海-浦东新区
"6-8,1",大专,无工作经验,机械设备公司聘技术支持兼销售,上海-虹口区
"0.7-1.2,10",本科,无工作经验,机械制图员、设计工程师,上海-金山区
"4.5-6,1",中技,3-4年经验,机械装配,上海-嘉定区
"0.6-1.5,10",本科,无工作经验,研发部机械设计工程师（2人）,上海-松江区
"1-2,10",招若干人,无工作经验,机械工程师（液路流体）,上海-浦东新区
"1.5-2,10",本科,无工作经验,设备机械工程师(职位编号：004587),上海
"0.6-1.5,10",大专,2年经验,机械工程师(职位编号：201301),上海-松江区
"6-8,1",大专,无工作经验,日语/营业/客户维护担当/机械,上海-长宁区
"4.5-6,1",大专,1年经验,机械绘图员/CAD绘图员,上海-松江区
"5-8,1",本科,无工作经验,机械结构设计工程师,上海-徐汇区
"1-1.8,10",本科,3-4年经验,机械设计工程师,上海-浦东新区
"1-1.5,10",大专,3-4年经验,机械设计工程师,上海-嘉定区
"0.8-1,10",招若干人,无工作经验,500强外资工业公司招机械工程师,上海
"6-8,1",招2人,3-4年经验,设备维修/机械维修/设备保养+包吃住,上海-金山区
"0.4-1.2,10",本科,无工作经验,英语翻译（机械领域）,上海-虹口区
"3-4.5,1",本科,无工作经验,机械工程师,上海
"6-8,1",本科,2年经验,机械工程师1,上海-浦东新区
"0.6-1.2,10",大专,1年经验,机械结构设计工程师,上海-徐汇区
"0.5-1,10",大专,2年经验,服务工程师（机电/汽��/机械),上海-嘉定区
"4.5-6,1",大专,无工作经验,机械工程师(职位编号：120003),上海-松江区
"3.5-4.5,1",初中及以下,无工作经验,电工机修维修机械机电修理,上海-宝山区
"1.5-3,10",本科,无工作经验,机械结构工程师,上海-青浦区
"1-1.5,10",本科,3-4年经验,机械工程师MechanicalEngineer,上海-徐汇区
"1-1.5,10",招1人,无工作经验,机械工程师（车类开发优先）,上海
"5-8,1",大专,3-4年经验,机械制图员/CAD,上海-浦东新区
"0.8-1,10",大专,3-4年经验,机械工程师（轴承）/技术质量工程师,上海
"6-8,1",大专,5-7年经验,机械加工车间主管,上海-浦东新区
"1-1.5,10",本科,3-4年经验,机械工程师,上海-浦东新区
"6-8,1",大专,3-4年经验,机械工程师,上海-闵行区
"1.7-2.2,10",招1人,无工作经验,非标机械工程师,上海-闵行区
"1-1.5,10",本科,3-4年经验,汽车机械设计工程师,上海
"0.6-1.2,10",本科,2年经验,机械设计工程师(夹具设计方向),上海-奉贤区
"0.8-1,10",大专,2年经验,机械工程师（10000元左右/月）,上海-松江区
"1.5-2.5,10",本科,3-4年经验,资深机械工程师,上海-浦东新区
"1-1.5,10",本科,3-4年经验,机械设计工程师,上海-闵行区
"0.9-1.8,10",本科,5-7年经验,机械主管工程师,上海-徐汇区
"1-1.5,10",本科,2年经验,机械工程师,上海-闵行区
"5-6.5,1",本科,无工作经验,机械检测员,上海-普陀区
"0.6-1,10",本科,无工作经验,化工机械工程师,上海
"7-9,1",大专,3-4年经验,刀具设计员/机械设计工程师,上海-嘉定区
"0.8-1.5,10",大专,2年经验,机械设计师,上海-闵行区
"0.6-1,10",本科,无工作经验,Consultant(MachinerySafety)机械安全顾问,上海-长宁区
"1-1.5,10",大专,无工作经验,西班牙语外贸销售（机械设备）,上海-嘉定区
"6-8,1",招10人,无工作经验,质检员(电子/机械方向)做五休二190102,上海-浦东新区
"7-9,1",本科,3-4年经验,机械设计师,上海-普陀区
"0.8-1.6,10",本科,5-7年经验,现场服务工程师（机械）ServiceEngineer,上海
"1-1.5,10",大专,3-4年经验,机械工程师,上海
"1-2,10",大专,无工作经验,机械结构工程师,上海-浦东新区
"0.6-1.5,10",本科,1年经验,专利代理人/工程师（日语/机械机电）,上海-徐汇区
"0.5-1,10",中专,无工作经验,机械专员,上海-宝山区
"0.7-1.2,10",大专,3-4年经验,机械设计工程师（非标）,上海-嘉定区
"0.8-1.5,10",大专,3-4年经验,机械工程师,上海-松江区
"1.5-2.7,10",本科,5-7年经验,行业销售主管-机械,上海
"4-6,1",本科,无工作经验,电梯机械辅助设计（应届毕业生）,上海-松江区
"1-1.5,10",大专,3-4年经验,机械设计工程师,上海-普陀区
"6-8,1",大专,3-4年经验,生产技术课机械设计,上海-松江区
"2-3,10",招1人,5-7年经验,Plumbing/MechanicalDesignEngineer管道和机械设计,上海-浦东新区
"0.6-1.2,10",本科,无工作经验,机械工程师,上海-松江区
"0.8-4,10",大专,3-4年经验,自动化机械工程师,上海-青浦区
"4.5-7.5,1",大专,2年经验,机械工程师助理,上海-宝山区
"1-1.5,10",本科,5-7年经验,高级机械设计工程师(职位编号：YG-150002),上海-嘉定区
"6-8,1",中专,3-4年经验,维修（机械设备）,上海-松江区
"0.7-1.6,10",大专,5-7年经验,机械设计,上海-奉贤区
"8-12,0.8",大专,无工作经验,机械工程师,上海
"6-8,1",本科,1年经验,风电机组机械检测工程师,上海-浦东新区
"0.6-1.2,10",大专,无工作经验,机械工程师,上海-浦东新区
"15-20,0.8",本科,2年经验,机械设计工程师,上海-普陀区
"6-8,1",招10人,无工作经验,机械设备工程师,上海
"6-8,1",招1人,无工作经验,机械工程师,上海-闵行区
"6-8,1",招2人,无工作经验,机械工程师,上海-虹口区
"0.6-1,10",大专,2年经验,机械工程师(职位编号：304),上海
"0.6-1.2,10",大专,1年经验,(ID208871)医疗机械工艺工程师,上海
"14-22,0.8",招1人,无工作经验,MechanicalProjectEngineer机械工程师,上海
"1-1.5,10",本科,无工作经验,高级机械工程师,上海-闵行区
"1.6-2.5,10",本科,5-7年经验,资深逆变器机械开发工程师,上海-嘉定区
"0.6-1,10",本科,3-4年经验,机械设计工程师,上海-浦东新区
"8-20,0.8",大专,3-4年经验,销售代表（机械行业）,上海
"0.5-1,10",本科,1年经验,机械工程师,上海-浦东新区
"0.6-1.2,10",大专,3-4年经验,机械工程师（白车身）,上海
"1-1.5,10",本科,3-4年经验,机械工程师,上海-徐汇区
"1.8-3.8,10",硕士,5-7年经验,CMP化学机械研磨资深工程师(职位编号：005510),上海-浦东新区
"2-2.5,10",大专,3-4年经验,自动洗车设备机械工程师,上海-闵行区
"0.9-2,10",大专,5-7年经验,机械设计工程师,上海-奉贤区
"2-4,1",大专,无工作经验,机械实习生,上海-闵行区
"0.8-1,10",大专,8-9年经验,机械审图工程师,上海-金山区
"6-8,1",本科,无工作经验,机械工程师（2019年应届毕业生）,上海
"0.6-1.5,10",大专,3-4年经验,机械设计工程师,上海-嘉定区
"4.5-7.5,1",大专,1年经验,机械制图员,上海-青浦区
"4.5-6,1",大专,3-4年经验,机械工程师,上海-嘉定区
"1-1.5,10",大专,5-7年经验,机械维修工程师,上海-浦东新区
"1-1.5,10",硕士,无工作经验,低温机械,上海-浦东新区
"1-1.5,10",大专,5-7年经验,机械结构工程师,上海-嘉定区
"0.8-1.2,10",大专,3-4年经验,机械工程师,上海-松江区
"4.5-6,1",招3人,无工作经验,机械工程师,上海-金山区
"1-1.5,10",本科,3-4年经验,机械设计工程师,上海-松江区
"1-1.5,10",大专,3-4年经验,机械设计工程师,上海-奉贤区
"1.5-2,10",本科,5-7年经验,机械工程师,上海-长宁区
"10-50,0.8",本科,3-4年经验,机械工程师-新能源电驱动,上海
"1-1.5,10",硕士,2年经验,机械设计工程师,上海-松江区
"5-9,1",中技,2年经验,机械装配技师,上海
"4-8,1",大专,2年经验,机械工程师,上海-闵行区
"4.5-6,1",大专,3-4年经验,机械检验员、检验工程师,上海
"4.5-6,1",本科,无工作经验,机械人员储备干部,上海-松江区
"1-1.5,10",本科,3-4年经验,机械设计工程师,上海-浦东新区
"3-8,1",大专,2年经验,机械设计绘图师,上海-奉贤区
"6-8,1",大专,1年经验,机械设计***,上海-浦东新区
"9-16,0.8",本科,1年经验,机械结构工程师,上海-嘉定区
"0.8-1.8,10",本科,3-4年经验,非标/自动化工程师/机械设计,上海-松江区
"0.8-3,10",本科,3-4年经验,机械工程师,上海-宝山区
"1-2,10",本科,5-7年经验,机械工程师,上海-浦东新区
"0.8-1.5,10",大专,3-4年经验,机械开发工程师,上海-闵行区
"0.6-1.2,10",大专,2年经验,方案/机械/设计工程师（机器人）,上海-徐汇区
"0.5-2,10",大专,2年经验,机械设计工程师(职位编号：01),上海-嘉定区
"5-7,1",大专,无工作经验,机械制图员,上海-浦东新区
"0.8-1.2,10",大专,5-7年经验,机械电气装配组长,上海-松江区
"1-1.5,10",本科,1年经验,机械工程师,上海
"0.6-1,10",招1人,无工作经验,机械结构工程师,上海-闵行区
"0.6-1,10",大专,无工作经验,机械设计师,上海-浦东新区
"7.5-8.5,0.8",招10人,无工作经验,2019届毕业生（过程装备与控制工程/机械设计自动化）,上海
"1-1.1,10",本科,10年以上经验,项目总监--（工业机器人--机械臂方向）,上海-浦东新区
"4.5-6,1",高中,2年经验,机械加工检验员,上海-松江区
"5.5-7.5,1",中技,2年经验,维修技师（机械/机电类）,上海
"6-8,1",大专,3-4年经验,机械工程师,上海-宝山区
"0.6-1,10",大专,2年经验,机械制图员,上海-浦东新区
"1-1.5,10",本科,5-7年经验,机械工程师(J10067),上海-闵行区
"1-1.5,10",本科,2年经验,机械设计工程师（非标自动化设备方向）,上海
"0.8-1.2,10",本科,2年经验,机械设计工程师,上海-浦东新区
"5.5-10,0.8",大专,1年经验,技术助理（机械专业）,上海-嘉定区
"0.6-3,10",本科,2年经验,机械结构工程师,上海-浦东新区
"6-8,1",本科,无工作经验,机械设计工程师,上海-奉贤区
"0.8-1.2,10",大专,2年经验,机械设计工程师,上海-嘉定区
"5.4-8.1,1",本科,无工作经验,机械工程师,上海-奉贤区
"1-1.5,10",招10人,无工作经验,营业担当（树脂、电子、医疗、生物、机械、消费品等）,上海
"6-8,1",本科,1年经验,采购跟单-机械专业优先,上海-长宁区
"1-2,10",本科,5-7年经验,机械主任工程师,上海-浦东新区
"15-20,0.8",大专,2年经验,销售代表/销售工程师（机械、化工、营销专业优先）,上海-宝山区
"0.6-1,10",本科,5-7年经验,机械工程师,上海
"0.6-1.5,10",本科,3-4年经验,机械设计工程师,上海-闵行区
"0.8-1.1,10",本科,3-4年经验,机械设计工程师,上海-奉贤区
"1-1.5,10",大专,2年经验,机械设计工程师,上海-松江区
"1.5-2,10",大专,5-7年经验,机械设计工程师（非标设备方向）,上海
"2-2.5,10",硕士,5-7年经验,高级机械工程师,上海-徐汇区
"3-6,1",硕士,无工作经验,机械工程师（实习）,上海
"1-1.5,10",大专,5-7年经验,自动化机械设计工程师,上海-徐汇区
"6-8,1",中专,2年经验,项目实施工程师(电气，机械),上海-浦东新区
"6-8,1",大专,无工作经验,机械工程师,上海
"0.6-1,10",本科,无工作经验,机械工程师,上海-松江区
"6-8,1",大专,无工作经验,机械维修及保养,上海
"0.5-1.2,10",大专,3-4年经验,机械设计工程师(职位编号：201710),上海-闵行区
"6-8,1",大专,3-4年经验,机械加工工程师,上海-奉贤区
"6-8,1",大专,1年经验,机械设计工程师,上海-嘉定区
"6-9,1",大专,3-4年经验,二维/三维绘图/机械设计/结构设计,上海
"0.8-1,10",大专,3-4年经验,洗涤设备销售工程师（汉虹精密机械）,上海
"1-1.5,10",本科,3-4年经验,机械设计工程师,上海-奉贤区
"0.8-1.5,10",大专,10年以上经验,机械设备工程师,上海-普陀区
"5.5-7,1",本科,2年经验,机械设计工程师,上海-浦东新区
"0.7-1.2,10",招1人,无工作经验,机械工程师,上海-嘉定区
"0.6-1,10",招若干人,无工作经验,机械工程师,上海-松江区
